stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\GIT\the_game\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82393] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82396] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82399] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82419] added dtor for bitmap 08647F70, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82441] opening Enemy_Ghost.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82454] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82457] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82460] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82462] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82465] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82467] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82469] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82472] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82474] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82477] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82479] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82482] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82485] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82503] added dtor for bitmap 08647958, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82519] opening Enemy_Ghost.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82532] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82535] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82538] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82540] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82543] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82546] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82548] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82551] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82553] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82555] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82558] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82561] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82564] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82582] added dtor for bitmap 08647AD0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82607] opening Enemy_Barbarian_Walk.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82643] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82645] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82647] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82649] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82651] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82653] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82655] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82657] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82659] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82661] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82663] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82665] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82667] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82681] added dtor for bitmap 08650CD8, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82720] opening Enemy_Barbarian_Attack.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82752] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82754] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82756] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82758] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82760] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82761] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82763] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82765] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82767] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82769] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82771] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82773] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82775] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82788] added dtor for bitmap 08650B50, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82833] opening Enemy_Ghost.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82843] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82846] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82848] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82850] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82852] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82854] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82857] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82859] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82861] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82863] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82865] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82868] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82870] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82887] added dtor for bitmap 086432B0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.82913] opening Enemy_Tribesman_Walk.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82942] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82944] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82946] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82948] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82950] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82952] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82954] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82956] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.82958] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.82959] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.82961] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.82963] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.82965] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.82982] added dtor for bitmap 08642CD0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83007] opening Enemy_Tribesman_Attack.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83034] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83036] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83038] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83040] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83042] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83044] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83046] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83049] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83050] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83052] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83054] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83056] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83058] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83074] added dtor for bitmap 08642FC0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83106] opening Undead.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83121] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83124] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83126] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83127] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83129] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83131] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83133] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83135] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83137] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83139] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83141] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83143] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83145] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83162] added dtor for bitmap 08642E48, func 0FAD2252
dtor     D               dtor.c:196  _al_register_destructor          [   0.83186] added dtor for queue 08651228, func 0FAD23A1
dtor     D               dtor.c:196  _al_register_destructor          [   0.83190] added dtor for timer 0513D290, func 0FAD1744
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83203] opening C:/Windows/Fonts/Calibri.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.83264] Font C:/Windows/Fonts/Calibri.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.83267]     ascent=27.0, descent=-9.0, height=44.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.83270] added dtor for ttf_font 08648648, func 62F3105F
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83272] opening RAVIE.ttf rb
font     D                ttf.c:937  al_load_ttf_font_stretch_f       [   0.83300] Font RAVIE.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:939  al_load_ttf_font_stretch_f       [   0.83303]     ascent=20.0, descent=-5.0, height=32.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.83306] added dtor for ttf_font 08648A48, func 62F3105F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83308] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83310] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83312] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83314] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83316] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83317] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83319] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83321] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83323] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83325] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83327] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83329] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83331] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83349] added dtor for bitmap 08643890, func 0FAD2252
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83355] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83358] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83362] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83364] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83367] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83369] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83371] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83373] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83375] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83377] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83379] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83381] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83383] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83398] added dtor for bitmap 086435A0, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83402] opening Walk_Sprite_Knight.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83417] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83419] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83421] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83423] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83425] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83427] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83429] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83431] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83432] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83434] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83436] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83438] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83440] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83460] added dtor for bitmap 08643A08, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83493] opening Attack_Sprite_Knight.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83505] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83508] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83510] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83512] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83514] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83516] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83518] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83520] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83521] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83523] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83525] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83527] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83529] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83546] added dtor for bitmap 08643718, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83578] opening Icon_Knight.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83588] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83590] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83592] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83594] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83596] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83598] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83600] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83602] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.83604] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.83606] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.83608] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.83610] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.83612] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.83625] added dtor for bitmap 08643138, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.20702] opening Walk_Sprite_Lancer.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20724] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20727] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20729] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20732] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20734] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20737] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20739] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20742] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20745] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.20747] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.20750] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.20753] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.20755] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.20780] added dtor for bitmap 08643428, func 0FAD2252
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.20820] opening Attack_Sprite_Lancer.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20836] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20838] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20840] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20843] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20845] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20847] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20849] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20851] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   3.20853] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   3.20855] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   3.20857] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   3.20859] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   3.20862] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.20891] added dtor for bitmap 08779910, func 0FAD2252
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39238] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39243] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39245] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39248] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39250] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39253] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39255] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39257] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [  11.39260] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [  11.39262] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [  11.39264] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [  11.39267] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [  11.39269] Chose bitmap format 9
font     D                ttf.c:238  alloc_glyph_region               [  11.39343] Glyph 38: 20x23 (20x24)
font     D                ttf.c:282  alloc_glyph_region               [  11.39346] Locking glyph region: 08778EC8 0 0 20 24
font     D                ttf.c:166  unlock_current_page              [  11.39422] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39435] Glyph 68: 23x16 (24x16)
font     D                ttf.c:282  alloc_glyph_region               [  11.39439] Locking glyph region: 08778EC8 20 0 24 16
font     D                ttf.c:166  unlock_current_page              [  11.39456] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39468] Glyph 85: 21x17 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [  11.39472] Locking glyph region: 08778EC8 44 0 24 20
font     D                ttf.c:166  unlock_current_page              [  11.39483] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39492] Glyph 72: 20x16 (20x16)
font     D                ttf.c:282  alloc_glyph_region               [  11.39495] Locking glyph region: 08778EC8 68 0 20 16
font     D                ttf.c:166  unlock_current_page              [  11.39501] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39523] Glyph 74: 21x21 (24x24)
font     D                ttf.c:282  alloc_glyph_region               [  11.39526] Locking glyph region: 08778EC8 88 0 24 24
font     D                ttf.c:166  unlock_current_page              [  11.39536] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39548] Glyph 81: 22x17 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [  11.39555] Locking glyph region: 08778EC8 112 0 24 20
font     D                ttf.c:166  unlock_current_page              [  11.39564] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39572] Glyph 71: 21x22 (24x24)
font     D                ttf.c:282  alloc_glyph_region               [  11.39575] Locking glyph region: 08778EC8 136 0 24 24
font     D                ttf.c:166  unlock_current_page              [  11.39581] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39588] Glyph 82: 19x15 (20x16)
font     D                ttf.c:282  alloc_glyph_region               [  11.39590] Locking glyph region: 08778EC8 160 0 20 16
font     D                ttf.c:166  unlock_current_page              [  11.39596] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39603] Glyph 17: 10x6 (12x8)
font     D                ttf.c:282  alloc_glyph_region               [  11.39606] Locking glyph region: 08778EC8 180 0 12 8
font     D                ttf.c:166  unlock_current_page              [  11.39611] Unlocking page: 08778EC8
font     D                ttf.c:440  cache_glyph                      [  11.39615] Glyph 3 has zero size.
font     D                ttf.c:238  alloc_glyph_region               [  11.39621] Glyph 36: 26x22 (28x24)
font     D                ttf.c:282  alloc_glyph_region               [  11.39624] Locking glyph region: 08778EC8 192 0 28 24
font     D                ttf.c:166  unlock_current_page              [  11.39630] Unlocking page: 08778EC8
font     D                ttf.c:238  alloc_glyph_region               [  11.39639] Glyph 88: 22x18 (24x20)
font     D                ttf.c:282  alloc_glyph_region               [  11.39644] Locking glyph region: 08778EC8 220 0 24 20
font     D                ttf.c:166  unlock_current_page              [  11.39653] Unlocking page: 08778EC8
